"disease","Counts","lower_bound","upper_bound"
"COVID-19",7,-0.9447,-0.9431
"COVID-19",13,-0.9431,-0.9416
"JE",13,-0.9424,-0.9379
"COVID-19",13,-0.9416,-0.94
"Rubella",10,-0.9413,-0.9376
"COVID-19",15,-0.94,-0.9384
"Typhoid",3,-0.9391,-0.9334
"COVID-19",7,-0.9384,-0.9369
"Cholera",15,-0.938,-0.9277
"JE",11,-0.9379,-0.9334
"Rubella",9,-0.9376,-0.9339
"COVID-19",8,-0.9369,-0.9353
"COVID-19",10,-0.9353,-0.9338
"Rubella",7,-0.9339,-0.9302
"COVID-19",13,-0.9338,-0.9322
"JE",7,-0.9334,-0.9289
"Typhoid",7,-0.9334,-0.9277
"COVID-19",13,-0.9322,-0.9306
"COVID-19",10,-0.9306,-0.9291
"Rubella",8,-0.9302,-0.9265
"COVID-19",8,-0.9291,-0.9275
"JE",4,-0.9289,-0.9244
"Cholera",16,-0.9277,-0.9173
"Typhoid",12,-0.9277,-0.922
"COVID-19",9,-0.9275,-0.926
"Rubella",13,-0.9265,-0.9228
"COVID-19",8,-0.926,-0.9244
"COVID-19",11,-0.9244,-0.9228
"JE",12,-0.9244,-0.9199
"COVID-19",9,-0.9228,-0.9213
"Rubella",7,-0.9228,-0.9191
"YF",1,-0.9225,-0.9149
"Typhoid",7,-0.922,-0.9163
"COVID-19",14,-0.9213,-0.9197
"JE",14,-0.9199,-0.9154
"COVID-19",8,-0.9197,-0.9182
"Rubella",8,-0.9191,-0.9154
"COVID-19",11,-0.9182,-0.9166
"Cholera",21,-0.9173,-0.9069
"COVID-19",7,-0.9166,-0.915
"Typhoid",8,-0.9163,-0.9105
"JE",14,-0.9154,-0.9109
"Rubella",6,-0.9154,-0.9117
"COVID-19",8,-0.915,-0.9135
"COVID-19",9,-0.9135,-0.9119
"COVID-19",7,-0.9119,-0.9104
"Rubella",14,-0.9117,-0.908
"JE",11,-0.9109,-0.9064
"Typhoid",9,-0.9105,-0.9048
"COVID-19",7,-0.9104,-0.9088
"COVID-19",13,-0.9088,-0.9073
"Rubella",12,-0.908,-0.9043
"COVID-19",8,-0.9073,-0.9057
"Cholera",14,-0.9069,-0.8965
"JE",11,-0.9064,-0.9019
"COVID-19",7,-0.9057,-0.9041
"Typhoid",10,-0.9048,-0.8991
"Rubella",12,-0.9043,-0.9007
"COVID-19",3,-0.9041,-0.9026
"COVID-19",7,-0.9026,-0.901
"JE",9,-0.9019,-0.8975
"COVID-19",5,-0.901,-0.8995
"Rubella",12,-0.9007,-0.897
"COVID-19",7,-0.8995,-0.8979
"Typhoid",12,-0.8991,-0.8934
"COVID-19",10,-0.8979,-0.8963
"JE",13,-0.8975,-0.893
"Rubella",5,-0.897,-0.8933
"Cholera",13,-0.8965,-0.8862
"COVID-19",7,-0.8963,-0.8948
"COVID-19",7,-0.8948,-0.8932
"Typhoid",8,-0.8934,-0.8877
"Rubella",12,-0.8933,-0.8896
"COVID-19",7,-0.8932,-0.8917
"JE",15,-0.893,-0.8885
"COVID-19",4,-0.8917,-0.8901
"COVID-19",6,-0.8901,-0.8885
"Rubella",12,-0.8896,-0.8859
"COVID-19",6,-0.8885,-0.887
"JE",10,-0.8885,-0.884
"Typhoid",9,-0.8877,-0.8819
"COVID-19",8,-0.887,-0.8854
"Cholera",7,-0.8862,-0.8758
"Rubella",22,-0.8859,-0.8822
"COVID-19",3,-0.8854,-0.8839
"JE",14,-0.884,-0.8795
"COVID-19",5,-0.8839,-0.8823
"COVID-19",5,-0.8823,-0.8808
"Rubella",7,-0.8822,-0.8785
"Typhoid",11,-0.8819,-0.8762
"COVID-19",2,-0.8808,-0.8792
"JE",5,-0.8795,-0.875
"COVID-19",3,-0.8792,-0.8776
"Rubella",12,-0.8785,-0.8748
"COVID-19",5,-0.8776,-0.8761
"Typhoid",12,-0.8762,-0.8705
"COVID-19",4,-0.8761,-0.8745
"Cholera",11,-0.8758,-0.8654
"JE",13,-0.875,-0.8705
"Rubella",17,-0.8748,-0.8711
"COVID-19",1,-0.8745,-0.873
"COVID-19",3,-0.873,-0.8714
"COVID-19",2,-0.8714,-0.8698
"Rubella",21,-0.8711,-0.8674
"JE",8,-0.8705,-0.866
"Typhoid",5,-0.8705,-0.8648
"COVID-19",3,-0.8698,-0.8683
"COVID-19",1,-0.8683,-0.8667
"Rubella",14,-0.8674,-0.8637
"COVID-19",4,-0.8667,-0.8652
"JE",9,-0.866,-0.8615
"Cholera",11,-0.8654,-0.855
"Typhoid",8,-0.8648,-0.8591
"Rubella",9,-0.8637,-0.86
"COVID-19",1,-0.862,-0.8605
"JE",13,-0.8615,-0.857
"COVID-19",3,-0.8605,-0.8589
"Rubella",24,-0.86,-0.8563
"Typhoid",14,-0.8591,-0.8533
"COVID-19",4,-0.8589,-0.8574
"JE",9,-0.857,-0.8525
"Rubella",8,-0.8563,-0.8526
"COVID-19",2,-0.8558,-0.8542
"Cholera",15,-0.855,-0.8447
"COVID-19",3,-0.8542,-0.8527
"Typhoid",9,-0.8533,-0.8476
"COVID-19",1,-0.8527,-0.8511
"Rubella",15,-0.8526,-0.849
"JE",9,-0.8525,-0.848
"COVID-19",3,-0.8511,-0.8496
"COVID-19",1,-0.8496,-0.848
"Rubella",11,-0.849,-0.8453
"COVID-19",2,-0.848,-0.8465
"JE",8,-0.848,-0.8435
"Typhoid",14,-0.8476,-0.8419
"YF",1,-0.8466,-0.839
"COVID-19",5,-0.8465,-0.8449
"Rubella",16,-0.8453,-0.8416
"COVID-19",2,-0.8449,-0.8433
"Cholera",10,-0.8447,-0.8343
"JE",16,-0.8435,-0.839
"COVID-19",1,-0.8433,-0.8418
"Typhoid",9,-0.8419,-0.8362
"COVID-19",1,-0.8418,-0.8402
"Rubella",12,-0.8416,-0.8379
"JE",15,-0.839,-0.8345
"YF",1,-0.839,-0.8314
"Rubella",9,-0.8379,-0.8342
"COVID-19",2,-0.8371,-0.8355
"Typhoid",12,-0.8362,-0.8305
"COVID-19",1,-0.8355,-0.834
"JE",11,-0.8345,-0.83
"Cholera",12,-0.8343,-0.8239
"Rubella",21,-0.8342,-0.8305
"Rubella",20,-0.8305,-0.8268
"Typhoid",14,-0.8305,-0.8247
"JE",10,-0.83,-0.8255
"Rubella",11,-0.8268,-0.8231
"COVID-19",2,-0.8262,-0.8246
"JE",9,-0.8255,-0.821
"Typhoid",13,-0.8247,-0.819
"Cholera",7,-0.8239,-0.8136
"COVID-19",1,-0.8231,-0.8212
"Rubella",14,-0.8231,-0.8194
"JE",7,-0.821,-0.8165
"Rubella",15,-0.8194,-0.8157
"Typhoid",13,-0.819,-0.8133
"JE",13,-0.8165,-0.812
"YF",1,-0.8163,-0.8087
"Rubella",14,-0.8157,-0.812
"Cholera",8,-0.8136,-0.8032
"Typhoid",9,-0.8133,-0.8076
"JE",2,-0.812,-0.8075
"Rubella",11,-0.812,-0.8083
"Rubella",12,-0.8083,-0.8046
"Typhoid",10,-0.8076,-0.8019
"JE",14,-0.8075,-0.803
"Rubella",18,-0.8046,-0.8009
"Cholera",13,-0.8032,-0.7928
"JE",10,-0.803,-0.7986
"Typhoid",12,-0.8019,-0.7961
"YF",1,-0.8011,-0.7935
"Rubella",11,-0.8009,-0.7972
"JE",6,-0.7986,-0.7941
"Rubella",9,-0.7972,-0.7936
"Typhoid",17,-0.7961,-0.7904
"JE",8,-0.7941,-0.7896
"Rubella",18,-0.7936,-0.7899
"Cholera",10,-0.7928,-0.7824
"Typhoid",15,-0.7904,-0.7847
"Rubella",17,-0.7899,-0.7862
"JE",14,-0.7896,-0.7851
"Rubella",9,-0.7862,-0.7825
"JE",13,-0.7851,-0.7806
"Typhoid",14,-0.7847,-0.779
"Rubella",14,-0.7825,-0.7788
"Cholera",9,-0.7824,-0.7721
"JE",11,-0.7806,-0.7761
"Typhoid",12,-0.779,-0.7733
"Rubella",8,-0.7788,-0.7751
"JE",9,-0.7761,-0.7716
"Rubella",8,-0.7751,-0.7714
"Typhoid",8,-0.7733,-0.7675
"Cholera",12,-0.7721,-0.7617
"JE",7,-0.7716,-0.7671
"Rubella",7,-0.7714,-0.7677
"YF",1,-0.7707,-0.7632
"Rubella",11,-0.7677,-0.764
"Typhoid",12,-0.7675,-0.7618
"JE",11,-0.7671,-0.7626
"Rubella",14,-0.764,-0.7603
"JE",7,-0.7626,-0.7581
"Typhoid",14,-0.7618,-0.7561
"Cholera",8,-0.7617,-0.7513
"Rubella",12,-0.7603,-0.7566
"JE",13,-0.7581,-0.7536
"Rubella",9,-0.7566,-0.7529
"Typhoid",11,-0.7561,-0.7504
"YF",1,-0.7556,-0.748
"JE",2,-0.7536,-0.7491
"Rubella",10,-0.7529,-0.7492
"Cholera",10,-0.7513,-0.7409
"Typhoid",12,-0.7504,-0.7447
"Rubella",9,-0.7492,-0.7455
"JE",5,-0.7491,-0.7446
"YF",1,-0.748,-0.7404
"Rubella",7,-0.7455,-0.7419
"Typhoid",23,-0.7447,-0.7389
"JE",8,-0.7446,-0.7401
"Rubella",14,-0.7419,-0.7382
"Cholera",8,-0.7409,-0.7306
"YF",2,-0.7404,-0.7328
"JE",8,-0.7401,-0.7356
"Typhoid",13,-0.7389,-0.7332
"Rubella",6,-0.7382,-0.7345
"JE",7,-0.7356,-0.7311
"Rubella",9,-0.7345,-0.7308
"Typhoid",19,-0.7332,-0.7275
"JE",7,-0.7311,-0.7266
"Rubella",6,-0.7308,-0.7271
"Cholera",6,-0.7306,-0.7202
"Typhoid",19,-0.7275,-0.7218
"Rubella",9,-0.7271,-0.7234
"JE",4,-0.7266,-0.7221
"YF",1,-0.7252,-0.7176
"Rubella",10,-0.7234,-0.7197
"JE",5,-0.7221,-0.7176
"Typhoid",13,-0.7218,-0.7161
"Cholera",10,-0.7202,-0.7098
"Rubella",16,-0.7197,-0.716
"JE",8,-0.7176,-0.7131
"YF",1,-0.7176,-0.71
"Typhoid",16,-0.7161,-0.7103
"Rubella",2,-0.716,-0.7123
"JE",3,-0.7131,-0.7086
"Rubella",3,-0.7123,-0.7086
"Typhoid",11,-0.7103,-0.7046
"YF",1,-0.71,-0.7025
"Cholera",10,-0.7098,-0.6994
"JE",10,-0.7086,-0.7041
"Rubella",5,-0.7086,-0.7049
"Rubella",1,-0.7049,-0.7012
"Typhoid",14,-0.7046,-0.6989
"JE",5,-0.7041,-0.6997
"YF",1,-0.7025,-0.6949
"Rubella",3,-0.7012,-0.6975
"JE",6,-0.6997,-0.6952
"Cholera",8,-0.6994,-0.6891
"Typhoid",8,-0.6989,-0.6932
"Rota",1,-0.6975,-0.693
"Rubella",9,-0.6975,-0.6938
"JE",6,-0.6952,-0.6907
"YF",2,-0.6949,-0.6873
"Rubella",7,-0.6938,-0.6901
"Typhoid",14,-0.6932,-0.6875
"JE",1,-0.6907,-0.6862
"Rubella",4,-0.6901,-0.6865
"Cholera",9,-0.6891,-0.6787
"Typhoid",6,-0.6875,-0.6818
"YF",2,-0.6873,-0.6797
"Rubella",4,-0.6865,-0.6828
"JE",7,-0.6862,-0.6817
"Rubella",3,-0.6828,-0.6791
"Typhoid",15,-0.6818,-0.676
"JE",3,-0.6817,-0.6772
"YF",2,-0.6797,-0.6721
"Rubella",1,-0.6791,-0.6754
"Cholera",6,-0.6787,-0.6683
"JE",2,-0.6772,-0.6727
"Typhoid",20,-0.676,-0.6703
"Rubella",1,-0.6754,-0.6717
"JE",2,-0.6727,-0.6682
"Rubella",5,-0.6717,-0.668
"Typhoid",10,-0.6703,-0.6646
"Cholera",6,-0.6683,-0.6579
"JE",6,-0.6682,-0.6637
"Rubella",1,-0.668,-0.6643
"Rota",1,-0.6669,-0.6631
"Typhoid",19,-0.6646,-0.6589
"YF",1,-0.6645,-0.6569
"Rubella",1,-0.6643,-0.6606
"JE",4,-0.6637,-0.6592
"Rota",1,-0.6631,-0.6594
"Rubella",4,-0.6606,-0.6569
"Rota",1,-0.6594,-0.6557
"JE",2,-0.6592,-0.6547
"Typhoid",14,-0.6589,-0.6532
"Cholera",8,-0.6579,-0.6476
"Rubella",2,-0.6569,-0.6532
"YF",3,-0.6569,-0.6493
"Rota",3,-0.6557,-0.6519
"JE",6,-0.6547,-0.6502
"Rubella",1,-0.6532,-0.6495
"Typhoid",8,-0.6532,-0.6474
"Rota",2,-0.6519,-0.6482
"JE",1,-0.6502,-0.6457
"Rubella",4,-0.6495,-0.6458
"YF",3,-0.6493,-0.6418
"Rota",1,-0.6482,-0.6445
"Cholera",4,-0.6476,-0.6372
"Typhoid",10,-0.6474,-0.6417
"Rubella",2,-0.6458,-0.6421
"JE",5,-0.6457,-0.6412
"Rota",4,-0.6445,-0.6407
"YF",4,-0.6418,-0.6342
"Typhoid",13,-0.6417,-0.636
"JE",2,-0.6412,-0.6367
"Rota",1,-0.6407,-0.637
"Cholera",8,-0.6372,-0.6268
"JE",5,-0.6367,-0.6322
"Typhoid",12,-0.636,-0.6303
"Rota",2,-0.6333,-0.6295
